Keyword,Extracted Sentence
experience,But the knowledge we have gained from our recent arms control experience makes me believe that we can achieve the level of verification.
experience,"And I remember something more, something beyond the frantic pace and sometimes frustrating experiences of  the General Assembly."
rid,"Let us act together, beginning today, to rid the Earth of this scourge.
"
fuel,"The approach the United States has put forward - the Brady plan - will help these nations reduce that debt and encourage the free market reforms that will fuel economic growth.
"
settling,"The U.S. is determined to take an active role in settling regional conflicts.
"
diversity,"In democracy, diversity finds its common home.
"
diversity,"At the very heart of the democratic ideal is respect for freedom of belief, freedom of thought and action, in all its diversity, for human rights."
diversity,"In democracy, diversity finds its common home.
"
forward,"The approach the United States has put forward - the Brady plan - will help these nations reduce that debt and encourage the free market reforms that will fuel economic growth.
"
forward,The United States is convinced that open and innovative measures can move disarmament forward and ease international tensions.
forward,"I look forward to meeting Mr. Gorbachev there.
"
clean,U.S. has proposed amending its own Clean Air Act to ensure clean air for its citizens.
regional conflicts,These horrible weapons are now finding their way into regional conflicts.
regional conflicts,"The U.S. is determined to take an active role in settling regional conflicts.
"
beginning,"Let us act together, beginning today, to rid the Earth of this scourge.
"
convinced,The United States is convinced that open and innovative measures can move disarmament forward and ease international tensions.
barbara,"I feel a great personal pleasure on this occasion, for this is a homecoming for both Barbara and me."
think,"If the Soviet Union joins the ban, and I think it will, we will destroy all."
meeting,"I look forward to meeting Mr. Gorbachev there.
"
meeting,"There is a painting that hangs on the wall of my office in the White House which pictures President Abraham Lincoln and his generals meeting near the end of a war that remains the bloodiest in the history of my country.
"
drugs,Illegal drugs are a menace to social order and a source of human misery wherever they gain a foothold.
open markets,"Open markets are the key to continued growth in the developing world.
"
country,"There is a painting that hangs on the wall of my office in the White House which pictures President Abraham Lincoln and his generals meeting near the end of a war that remains the bloodiest in the history of my country.
"
economic,"The approach the United States has put forward - the Brady plan - will help these nations reduce that debt and encourage the free market reforms that will fuel economic growth.
"
congratulate,"I should like to congratulate Joseph Garba of Nigeria, a distinguished diplomat, on his election as President.
"
individuals,The challenge of preserving peace is a personal one for all individuals right here in this Hall.
issues,We reached agreements in principle on issues from verification to nuclear testing.
president abraham,"There is a painting that hangs on the wall of my office in the White House which pictures President Abraham Lincoln and his generals meeting near the end of a war that remains the bloodiest in the history of my country.
"
abraham lincoln,"There is a painting that hangs on the wall of my office in the White House which pictures President Abraham Lincoln and his generals meeting near the end of a war that remains the bloodiest in the history of my country.
"
1990,"And, of course, we agreed to a summit in the spring or early summer of 1990."
development,"I believe we will learn, in the century ahead, that many nations of the world have barely begun to tap their true potential for development."
source,Illegal drugs are a menace to social order and a source of human misery wherever they gain a foothold.
garba,"I should like to congratulate Joseph Garba of Nigeria, a distinguished diplomat, on his election as President.
"
human misery,Illegal drugs are a menace to social order and a source of human misery wherever they gain a foothold.
progress,The power of commerce is a force for progress.
mutual respect,"I do remember sitting in this Hall, I remember the mutual respect among all of us proudly serving as representatives."
fight,"The nations which suffer this scourge must join forces in the fight, and we are.
"
history,"There is a painting that hangs on the wall of my office in the White House which pictures President Abraham Lincoln and his generals meeting near the end of a war that remains the bloodiest in the history of my country.
"
general,"The General Assembly should condemn his murder and return his remains.
"
general,"And I remember something more, something beyond the frantic pace and sometimes frustrating experiences of  the General Assembly."
general,"There is a painting that hangs on the wall of my office in the White House which pictures President Abraham Lincoln and his generals meeting near the end of a war that remains the bloodiest in the history of my country.
"
remember,"I do remember sitting in this Hall, I remember the mutual respect among all of us proudly serving as representatives."
remember,"And I remember something more, something beyond the frantic pace and sometimes frustrating experiences of  the General Assembly."
makes growth,Too many developing countries struggle today under a burden of debt that makes growth all but impossible.
frustrating experiences,"And I remember something more, something beyond the frantic pace and sometimes frustrating experiences of  the General Assembly."
international monetary,"In just two days, I will be speaking to the International Monetary Fund and the World Bank, and I will discuss there, in more detail, the steps that our nations can take in dealing with the debt problem."
control experience,But the knowledge we have gained from our recent arms control experience makes me believe that we can achieve the level of verification.
heart,"At the very heart of the democratic ideal is respect for freedom of belief, freedom of thought and action, in all its diversity, for human rights."
undeniable,"There is an idea at work around the globe, an idea of undeniable force - and that idea is freedom."
moment,Today is freedom's moment.
consensus,"But it is a vital forum where the nations of the world seek to replace conflict with consensus.
"
bank,"In just two days, I will be speaking to the International Monetary Fund and the World Bank, and I will discuss there, in more detail, the steps that our nations can take in dealing with the debt problem."
upports,"The U.N. upports the use of sanctions to compel Iraq's leaders to withdraw immediately and without condition from Kuwait.
"
upports,The United States fully supports United Nations membership for the Republic of Korea.
time,"Iraq's unprovoked aggression is a throw-back to another era, a dark relic from a dark time."
time,But time is running out.
time,"For the first time, the Security Council is beginning to work as it was designed to work.
"
time,The time has come to structure the role of the United Nations in such efforts more formally.
assembly,The President of the United Nations has welcomed the General Assembly to New York.
assembly,"10 years from now, as the fifty-fifth session of the General Assembly begins, you will again find many of us in this Hall."
assembly,Last year's session of the General Assembly showed how we can make greater progress towards a more pragmatic and successful United Nations.
chemical weapons,I promised that the United States would destroy over 88 per cent of its stockpile in the first eight years of a chemical weapons ban treaty.
chemical weapons,"I promised 100 per cent - all of them - in 10 years, if all nations with chemical weapons capabilities signed the treaty."
new breeze,"The revolution of 1989 swept the world almost with a life of its own, carried by a new breeze of freedom."
security,Not since 1945 have we seen the real possibility of using the United Nations as it was designed - as a centre for international collective security.
security,The United Nations Security Council's resolute response to Iraq's unprovoked aggression has been without precedent.
security,"Through the United Nations Security Council, Iraq has been judged - fairly judged - by a jury of its peers, the very nations of the Earth.
"
security,This is precisely why the present aggression in the Gulf is a menace not only to one region's security but to the entire world's vision of our future.
security,"For the first time, the Security Council is beginning to work as it was designed to work.
"
security,International peace and security - and international freedom and prosperity - require no less.
support,Nations is the place to build international support and consensus for meeting the other challenges that we face.
support,The United States fully supports United Nations membership for the Republic of Korea.
support,"I congratulate you, I support you, and I wish you Godspeed in the challenges ahead.
"
support,"I congratulate you, I support you, and I wish you Godspeed in the challenges ahead."
promise,"United States-Soviet relationship is finally beyond containment and confrontation, and now we seek to fulfil the promise of mutually shared understanding.
"
promise,I promised that the United States would destroy over 88 per cent of its stockpile in the first eight years of a chemical weapons ban treaty.
promise,"I promised 100 per cent - all of them - in 10 years, if all nations with chemical weapons capabilities signed the treaty."
promise,We have stood by those promises.
promise,The United Nations is now fulfilling its promise as the world's parliament of peace.
promise,The United Nations is now fulfilling its promise as the world's parliament of peace.
reborn,Calls for democracy and human rights are being reborn everywhere.
honourable guido,"He congratulated the Honourable Guido de Marco on his election to the presidency.
"
parliament,The United Nations is now fulfilling its promise as the world's parliament of peace.
parliament,The United Nations is now fulfilling its promise as the world's parliament of peace.
human spirit,"That breeze has been sustained by a now almost-universal recognition of a simple, fundamental truth: the human spirit cannot be locked up forever.
"
collective security,Not since 1945 have we seen the real possibility of using the United Nations as it was designed - as a centre for international collective security.
centre,Not since 1945 have we seen the real possibility of using the United Nations as it was designed - as a centre for international collective security.
45,Not since 1945 have we seen the real possibility of using the United Nations as it was designed - as a centre for international collective security.
45,"The long twilight struggle that for 45 years has divided Europe, our two nations and much of the world has come to an end."
today,"I call today for a major, long-term effort to do this.
"
world,"The revolution of 1989 swept the world almost with a life of its own, carried by a new breeze of freedom."
world,"The long twilight struggle that for 45 years has divided Europe, our two nations and much of the world has come to an end."
world,Two days from now the world will be watching when the cold war is formally buried in Berlin.
world,"Can the collective strength of the world community unite to deter and defeat aggression?
"
world,The world's quarrel is with the dictator who ordered that invasion.
world,"The world's key task - now, first and always - must be to demonstrate that aggression will not be tolerated or rewarded."
world,"I see a world of open borders, open trade, and - most importantly - open minds.
"
world,"I see a world touched by a spirit like that of the Olympics: based not on competition that is driven by fear, but sought out of joy and exhilaration."
world,This is precisely why the present aggression in the Gulf is a menace not only to one region's security but to the entire world's vision of our future.
world,"They encourage our hopes for a more stable, more peaceful, more prosperous world.
"
world,The United Nations is now fulfilling its promise as the world's parliament of peace.
world,The United Nations is now fulfilling its promise as the world's parliament of peace.
international,Not since 1945 have we seen the real possibility of using the United Nations as it was designed - as a centre for international collective security.
international,"It threatens to turn the dream of a new international order into a grim nightmare of anarchy.
"
international,It threatens to turn the dream of a new international order into a grim nightmare of anarchy.
international,Nations is the place to build international support and consensus for meeting the other challenges that we face.
international,International peace and security - and international freedom and prosperity - require no less.
new,The President of the United Nations has welcomed the General Assembly to New York.
new,"The revolution of 1989 swept the world almost with a life of its own, carried by a new breeze of freedom."
new,"It threatens to turn the dream of a new international order into a grim nightmare of anarchy.
"
new,It threatens to turn the dream of a new international order into a grim nightmare of anarchy.
new,"Building on these and other initiatives, we must join together in a new compact - all of us - to bring the United Nations into the twenty-first century."
iraq,The United Nations Security Council's resolute response to Iraq's unprovoked aggression has been without precedent.
iraq,The Iraqi regime has yet to face the facts.
iraq,"The U.N. upports the use of sanctions to compel Iraq's leaders to withdraw immediately and without condition from Kuwait.
"
iraq,"Through the United Nations Security Council, Iraq has been judged - fairly judged - by a jury of its peers, the very nations of the Earth.
"
iraq,"Iraq's unprovoked aggression is a throw-back to another era, a dark relic from a dark time."
iraq,Iraq and its leaders must be held liable for these crimes of abuse and destruction.
iraq,"Thousands of Iraqis have been executed on political and religious grounds.
"
weapons,I promised that the United States would destroy over 88 per cent of its stockpile in the first eight years of a chemical weapons ban treaty.
weapons,"I promised 100 per cent - all of them - in 10 years, if all nations with chemical weapons capabilities signed the treaty."
weapons,"We must also redouble our efforts to stem the spread of nuclear weapons, biological weapons and the ballistic missiles that can rain destruction upon distant peoples."
states,"United States-Soviet relationship is finally beyond containment and confrontation, and now we seek to fulfil the promise of mutually shared understanding.
"
states,I promised that the United States would destroy over 88 per cent of its stockpile in the first eight years of a chemical weapons ban treaty.
states,The United States fully supports United Nations membership for the Republic of Korea.
peace,"They encourage our hopes for a more stable, more peaceful, more prosperous world.
"
peace,The United Nations is now fulfilling its promise as the world's parliament of peace.
peace,International peace and security - and international freedom and prosperity - require no less.
peace,The United Nations is now fulfilling its promise as the world's parliament of peace.
council,The United Nations Security Council's resolute response to Iraq's unprovoked aggression has been without precedent.
council,"Through the United Nations Security Council, Iraq has been judged - fairly judged - by a jury of its peers, the very nations of the Earth.
"
council,"For the first time, the Security Council is beginning to work as it was designed to work.
"
general assembly,The President of the United Nations has welcomed the General Assembly to New York.
general assembly,"10 years from now, as the fifty-fifth session of the General Assembly begins, you will again find many of us in this Hall."
general assembly,Last year's session of the General Assembly showed how we can make greater progress towards a more pragmatic and successful United Nations.
destruction,Iraq and its leaders must be held liable for these crimes of abuse and destruction.
destruction,"We must also redouble our efforts to stem the spread of nuclear weapons, biological weapons and the ballistic missiles that can rain destruction upon distant peoples."
10 years,"I promised 100 per cent - all of them - in 10 years, if all nations with chemical weapons capabilities signed the treaty."
10 years,"10 years from now, as the fifty-fifth session of the General Assembly begins, you will again find many of us in this Hall."
fulfilling,The United Nations is now fulfilling its promise as the world's parliament of peace.
fulfilling,The United Nations is now fulfilling its promise as the world's parliament of peace.
face,The Iraqi regime has yet to face the facts.
face,Nations is the place to build international support and consensus for meeting the other challenges that we face.
nuclear,"We must also redouble our efforts to stem the spread of nuclear weapons, biological weapons and the ballistic missiles that can rain destruction upon distant peoples."
new compact,"Building on these and other initiatives, we must join together in a new compact - all of us - to bring the United Nations into the twenty-first century."
consequences,"Success, too, will have lasting consequences.
"
grounds,"Thousands of Iraqis have been executed on political and religious grounds.
"
relic,"Iraq's unprovoked aggression is a throw-back to another era, a dark relic from a dark time."
assembly showed,Last year's session of the General Assembly showed how we can make greater progress towards a more pragmatic and successful United Nations.
war,Two days from now the world will be watching when the cold war is formally buried in Berlin.
war,"The world's key task - now, first and always - must be to demonstrate that aggression will not be tolerated or rewarded."
war,Last year's session of the General Assembly showed how we can make greater progress towards a more pragmatic and successful United Nations.
confidence,"But you will not find us with any less hope or idealism, or any less confidence in the ultimate triumph of mankind."
prosperous,"They encourage our hopes for a more stable, more peaceful, more prosperous world.
"
long,"The long twilight struggle that for 45 years has divided Europe, our two nations and much of the world has come to an end."
long,"It is in our hands to leave these dark machines behind, in the dark ages where they belong.
"
long,"I call today for a major, long-term effort to do this.
"
present aggression,This is precisely why the present aggression in the Gulf is a menace not only to one region's security but to the entire world's vision of our future.
fundamental truth,"That breeze has been sustained by a now almost-universal recognition of a simple, fundamental truth: the human spirit cannot be locked up forever.
"
prosperous world,"They encourage our hopes for a more stable, more peaceful, more prosperous world.
"
divided europe,"The long twilight struggle that for 45 years has divided Europe, our two nations and much of the world has come to an end."
religious grounds,"Thousands of Iraqis have been executed on political and religious grounds.
"
rain,"We must also redouble our efforts to stem the spread of nuclear weapons, biological weapons and the ballistic missiles that can rain destruction upon distant peoples."
turn,"It threatens to turn the dream of a new international order into a grim nightmare of anarchy.
"
turn,It threatens to turn the dream of a new international order into a grim nightmare of anarchy.
judged,"Through the United Nations Security Council, Iraq has been judged - fairly judged - by a jury of its peers, the very nations of the Earth.
"
sustained,"That breeze has been sustained by a now almost-universal recognition of a simple, fundamental truth: the human spirit cannot be locked up forever.
"
distant peoples,"We must also redouble our efforts to stem the spread of nuclear weapons, biological weapons and the ballistic missiles that can rain destruction upon distant peoples."
stem,"We must also redouble our efforts to stem the spread of nuclear weapons, biological weapons and the ballistic missiles that can rain destruction upon distant peoples."
crimes,Iraq and its leaders must be held liable for these crimes of abuse and destruction.
stronger,"The changes in the Soviet Union have been critical to the emergence of a stronger United Nations.
"
come,The President of the United Nations has welcomed the General Assembly to New York.
come,"The long twilight struggle that for 45 years has divided Europe, our two nations and much of the world has come to an end."
come,The time has come to structure the role of the United Nations in such efforts more formally.
future,This is precisely why the present aggression in the Gulf is a menace not only to one region's security but to the entire world's vision of our future.
supports united,The United States fully supports United Nations membership for the Republic of Korea.
leaders,"The U.N. upports the use of sanctions to compel Iraq's leaders to withdraw immediately and without condition from Kuwait.
"
leaders,Iraq and its leaders must be held liable for these crimes of abuse and destruction.
begins,"10 years from now, as the fifty-fifth session of the General Assembly begins, you will again find many of us in this Hall."
resolute response,The United Nations Security Council's resolute response to Iraq's unprovoked aggression has been without precedent.
strength,"Can the collective strength of the world community unite to deter and defeat aggression?
"
ordered,The world's quarrel is with the dictator who ordered that invasion.
bring,"Building on these and other initiatives, we must join together in a new compact - all of us - to bring the United Nations into the twenty-first century."
shared,"United States-Soviet relationship is finally beyond containment and confrontation, and now we seek to fulfil the promise of mutually shared understanding.
"
calls,Calls for democracy and human rights are being reborn everywhere.
community,"Can the collective strength of the world community unite to deter and defeat aggression?
"
resolute,The United Nations Security Council's resolute response to Iraq's unprovoked aggression has been without precedent.
president,"I should first like to congratulate the outgoing President, Guido de Marco of Malta, and salute our incoming President, Samir Al-Shihabi of Saudi Arabia."
general assembly,"United Nations General Assembly resolution 3379 (XXX) mocks this pledge and the principles upon which the United Nations was founded.
"
people,"People who for years have been denied their pasts have begun searching for their own identities.
"
people,"Prosperity encourages people to live as neighbours, not as predators.
"
people,"Zionism is not a policy; it is the idea that led to the creation of a home for the Jewish people, to the State of Israel."
people,Saddam continues to rebuild his weapons of mass destruction and to subject the Iraqi people to brutal repression.
people,This is not to say - let me be clear on this point - that we should punish the Iraqi people.
weapons,The information revolution has destroyed the weapons of enforced isolation and ignorance.
weapons,"We must work to prevent the spread of chemical and biological weapons and the missiles to deliver them.
"
weapons,Saddam continues to rebuild his weapons of mass destruction and to subject the Iraqi people to brutal repression.
old,"It suppressed ethnic rivalries, nationalist aspirations and old prejudices."
old,The renewal of history also imposes an obligation to remain vigilant about new threats and old.
resolution 706,Security Council resolution 706 (1991) created a responsible mechanism for sending humanitarian relief to innocent Iraqi citizens.
suppressed ethnic,"It suppressed ethnic rivalries, nationalist aspirations and old prejudices."
cooperative effort,This cooperative effort has liberated Kuwait.
aid institutions,The United Nations can encourage free market development through its international lending and aid institutions.
principles,"United Nations General Assembly resolution 3379 (XXX) mocks this pledge and the principles upon which the United Nations was founded.
"
council resolution,Security Council resolution 706 (1991) created a responsible mechanism for sending humanitarian relief to innocent Iraqi citizens.
ethnic,"It suppressed ethnic rivalries, nationalist aspirations and old prejudices."
home,"Zionism is not a policy; it is the idea that led to the creation of a home for the Jewish people, to the State of Israel."
planned economies,"Free markets provide levels of prosperity, growth and happiness that centrally planned economies can never offer.
"
planned economies,"Free markets provide levels of prosperity, growth and happiness that centrally planned economies can never offer."
nations,"There are now 166 members of the United Nations, up from 159 a year ago."
nations,Most of the nations in this Hall stood with Mikhail Gorbachev and Boris Yeltsin.
nations,"A year ago, the Soviet Union joined the United States and a host of other nations in defending a tiny country against aggression and opposing Saddam Hussein."
nations,The United Nations has mounted more peace-keeping missions in the last 36 months than during its first 43 years.
nations,The United Nations has mounted more peace-keeping missions in the last 36 months than during its first 43 years.
nations,"United Nations General Assembly resolution 3379 (XXX) mocks this pledge and the principles upon which the United Nations was founded.
"
nations,"It is the view of the United States that we must keep the United Nations sanctions in place as long as he remains in power.
"
nations,The United Nations can encourage free market development through its international lending and aid institutions.
nations,"U.N. utions of freedom have lain dormant, the United Nations can offer them new life."
offer,"Free markets provide levels of prosperity, growth and happiness that centrally planned economies can never offer.
"
offer,"Free markets provide levels of prosperity, growth and happiness that centrally planned economies can never offer."
offer,Free and open trade offers developing countries means of self-sufficiency and economic dignity.
offer,"U.N. utions of freedom have lain dormant, the United Nations can offer them new life."
members,"There are now 166 members of the United Nations, up from 159 a year ago."
members,"New members include the Republic of Korea, Republic of Estonia, Latvia and Lithuania.
"
members,I call upon all members of GATT to redouble their efforts to reach a successful conclusion for the Uruguay Round.
say,We can never say with confidence where the next conflict may arise.
say,It is no longer acceptable to say that one man's terrorist is another man's freedom fighter.
say,This is not to say - let me be clear on this point - that we should punish the Iraqi people.
mounted,The United Nations has mounted more peace-keeping missions in the last 36 months than during its first 43 years.
mounted,The United Nations has mounted more peace-keeping missions in the last 36 months than during its first 43 years.
zionism,"Zionism is not a policy; it is the idea that led to the creation of a home for the Jewish people, to the State of Israel."
zionism,To equate Zionism with the intolerable sin of racism is to twist history and forget the terrible plight of Jews in the Second World War - and indeed throughout history.
inalienable,We must defend the Charter's emphasis on inalienable human rights.
talk,"Politicians who talk about democracy and freedom but provide neither will feel the sting of public disapproval.
"
remain vigilant,The renewal of history also imposes an obligation to remain vigilant about new threats and old.
americana,The United States has no intention of striving for a pax americana.
disapproval,"Politicians who talk about democracy and freedom but provide neither will feel the sting of public disapproval.
"
missiles,"We must work to prevent the spread of chemical and biological weapons and the missiles to deliver them.
"
liberty,Coup plotters in the Soviet Union tried to derail the forces of liberty and reform.
biological weapons,"We must work to prevent the spread of chemical and biological weapons and the missiles to deliver them.
"
shihabi,"I should first like to congratulate the outgoing President, Guido de Marco of Malta, and salute our incoming President, Samir Al-Shihabi of Saudi Arabia."
parties freely,"Government has failed if citizens cannot speak their mind, if they cannot form political parties freely."
parts,In many parts of the world technology has overwhelmed tyranny.
effort,I call upon all members of GATT to redouble their efforts to reach a successful conclusion for the Uruguay Round.
effort,This cooperative effort has liberated Kuwait.
fabric,"In Europe and Asia, nationalist passions have flared anew, challenging borders, straining the fabric of international society.
"
43,The United Nations has mounted more peace-keeping missions in the last 36 months than during its first 43 years.
43,The United Nations has mounted more peace-keeping missions in the last 36 months than during its first 43 years.
guido,"I should first like to congratulate the outgoing President, Guido de Marco of Malta, and salute our incoming President, Samir Al-Shihabi of Saudi Arabia."
intention,The United States has no intention of striving for a pax americana.
assembly resolution,"United Nations General Assembly resolution 3379 (XXX) mocks this pledge and the principles upon which the United Nations was founded.
"
lain,"U.N. utions of freedom have lain dormant, the United Nations can offer them new life."
spare,We have an opportunity to spare our sons and daughters the sins and errors of the past.
boris,Most of the nations in this Hall stood with Mikhail Gorbachev and Boris Yeltsin.
form,The information revolution has destroyed the weapons of enforced isolation and ignorance.
form,Coup plotters in the Soviet Union tried to derail the forces of liberty and reform.
form,"Government has failed if citizens cannot speak their mind, if they cannot form political parties freely."
ago,"There are now 166 members of the United Nations, up from 159 a year ago."
ago,"A year ago, the Soviet Union joined the United States and a host of other nations in defending a tiny country against aggression and opposing Saddam Hussein."
begun searching,"People who for years have been denied their pasts have begun searching for their own identities.
"
confidence,We can never say with confidence where the next conflict may arise.
rights,We must defend the Charter's emphasis on inalienable human rights.
feel,"Politicians who talk about democracy and freedom but provide neither will feel the sting of public disapproval.
"
long,It is no longer acceptable to say that one man's terrorist is another man's freedom fighter.
long,"It is the view of the United States that we must keep the United Nations sanctions in place as long as he remains in power.
"
hall,Most of the nations in this Hall stood with Mikhail Gorbachev and Boris Yeltsin.
hall,"In Europe and Asia, nationalist passions have flared anew, challenging borders, straining the fabric of international society.
"
hall,"This body cannot claim to seek peace and at the same time challenge Israel's right to exist.
"
hall,Take this challenge seriously.
korea,"New members include the Republic of Korea, Republic of Estonia, Latvia and Lithuania.
"
longer acceptable,It is no longer acceptable to say that one man's terrorist is another man's freedom fighter.
cuellar,"I also want to salute especially Secretary-General Javier Peres de Cuellar, who will step down in just over three months.
"
sons,We have an opportunity to spare our sons and daughters the sins and errors of the past.
inalienable human,We must defend the Charter's emphasis on inalienable human rights.
encourages people,"Prosperity encourages people to live as neighbours, not as predators.
"
free,"Russia has awakened democratic, independent and free; the Baltic States are free.
"
free,"This is the first General Assembly session to seat you as truly independent and free nations, and to you and the leaders of the other independent States, I say welcome home."
free,"With the cold war's end, I believe we have a unique opportunity to forge a genuine, global community of free and sovereign nations.
"
free,"The more a nation relies on the private sector and free markets, the higher its rate of growth."
cold war,"47 years later, we stand at the end of another war, the cold war, and our hopes and dreams have awakened again.
"
cold war,"With the cold war's end, I believe we have a unique opportunity to forge a genuine, global community of free and sovereign nations.
"
cold war,"America used these bases to win the cold war and today, with that war over, they can help build a lasting peace.
"
cold war,"The Agency for International Development (AID), another institution born during the cold war, needs to be fundamentally and radically overhauled."
equitable financing,"Fifth, we must ensure adequate equitable financing for United Nations                 and associated peace-keepers efforts.
"
effective,"Effective multinational action will also require coordinated command and control.
"
wars,He says the challenges include keeping today's peace and preventing tomorrow's wars.
suppliers,"I believe we must explore ways we can strengthen linkages between the suppliers ""clubs"", the nuclear-suppliers  group, the Australia Group, the missile-technology control regime and United Nations specialized agencies."
end,"47 years later, we stand at the end of another war, the cold war, and our hopes and dreams have awakened again.
"
end,"Russia has awakened democratic, independent and free; the Baltic States are free.
"
end,"This is the first General Assembly session to seat you as truly independent and free nations, and to you and the leaders of the other independent States, I say welcome home."
end,"With the cold war's end, I believe we have a unique opportunity to forge a genuine, global community of free and sovereign nations.
"
end,"I welcome the Secretary-General's call for a new agenda to strengthen the ability of the United Nations to prevent, contain and resolve conflicts across the globe."
familiar,"With the loss of so much that was familiar and predictable, there is now a great temptation for people everywhere to turn inward and to build walls around themselves."
peace,I was looking forward to peace and the chance to begin my life in earnest.
peace,He says the challenges include keeping today's peace and preventing tomorrow's wars.
peace,"The need for enhanced peace-keeping capabilities has never been greater, he says.
"
peace,The need for enhanced peace-keeping capabilities has never been greater.
peace,The proliferation of weapons of mass destruction is truly the fastest growing security challenge to peace and order.
peace,Peace-keepers are stretched to the limit while the demands for their services increase.
peace,"The need for monitoring and preventive peace-keeping putting people on the ground before the fighting starts may be especially critical in volatile regions.
"
peace,"This is the greatest threat to the democratic peace we hope to build with Eastern Europe, with Russia and withurasia."
peace,"We fully support the efforts of North Atlantic Treaty Organization (NATO), the Conference on Security and Cooperation in Europe (CSCE), the Western European Union (WEU) and other competent regional peace-keeping organizations.
"
peace,Nations should develop and train military units for possible peace-keeping operations and humanitarian relief.
peace,"Fiji, Norway, Canada and Finland have a long history of peace-keeping."
peace,"Fourthly, we will need to develop planning, crisis management and intelligence capabilities for peace-keeping and humanitarian operations."
peace,"Fifth, we must ensure adequate equitable financing for United Nations                 and associated peace-keepers efforts.
"
peace,I have directed the United States Secretary of Defense to place a new emphasis on peace-keeping.
peace,"America used these bases to win the cold war and today, with that war over, they can help build a lasting peace.
"
peace,The U.S. will review how we fund peace-keeping and explore new ways to ensure adequate American financial support for United Nations humanitarian activities.
peace,"""A more peaceful, more  secure, more prosperous future beckons to us,"" he said."
nations,"Instead of uniting the nations, this  body became a forum for distrust and division among nations."
nations,"This is the first General Assembly session to seat you as truly independent and free nations, and to you and the leaders of the other independent States, I say welcome home."
nations,"With the cold war's end, I believe we have a unique opportunity to forge a genuine, global community of free and sovereign nations.
"
nations,"I welcome the Secretary-General's call for a new agenda to strengthen the ability of the United Nations to prevent, contain and resolve conflicts across the globe."
nations,Nations should develop and train military units for possible peace-keeping operations and humanitarian relief.
nations,"Fifth, we must ensure adequate equitable financing for United Nations                 and associated peace-keepers efforts.
"
nations,The U.S. will review how we fund peace-keeping and explore new ways to ensure adequate American financial support for United Nations humanitarian activities.
nations,"I believe we must explore ways we can strengthen linkages between the suppliers ""clubs"", the nuclear-suppliers  group, the Australia Group, the missile-technology control regime and United Nations specialized agencies."
nations,"The United States will work with its global partners, especially the G-7 nations, to enhance global growth."
nations,"""Let us pledge ourselves to fulfil the promise of a truly United Nations"""
new,"We too must change our institutions and our practices if we are to make a new world of the promises of today.
"
new,"I welcome the Secretary-General's call for a new agenda to strengthen the ability of the United Nations to prevent, contain and resolve conflicts across the globe."
new,I have directed the United States Secretary of Defense to place a new emphasis on peace-keeping.
new,The U.S. will review how we fund peace-keeping and explore new ways to ensure adequate American financial support for United Nations humanitarian activities.
new,"I also call for the indefinite renewal of the nuclear non-proliferation ��Treaty when it is reviewed in 1995.
"
new,"The United States will be strongly engaged with its global partners in building a global economic, financial and trading structure for a new era."
new,"Walls against trade, walls against people, Walls against ideas and investment, wallsagainst anything at all that appears new and different.
"
need,"The need for enhanced peace-keeping capabilities has never been greater, he says.
"
need,The need for enhanced peace-keeping capabilities has never been greater.
need,"The need for monitoring and preventive peace-keeping putting people on the ground before the fighting starts may be especially critical in volatile regions.
"
need,We need only to look to the bloody battles raging in places such as the former Yugoslavia to see the dangers of ethnic violence.
need,"Fourthly, we will need to develop planning, crisis management and intelligence capabilities for peace-keeping and humanitarian operations."
need,Foreign aid as we have known it needs to be transformed.
need,"The notion of the handout to less developed countries needs to give way to mutually productive economic relationships.
"
need,"The Agency for International Development (AID), another institution born during the cold war, needs to be fundamentally and radically overhauled."
need,"States businesses in providing expertise, goods and services desperately needed in countries undertaking economic restructuring.
"
proliferation,The proliferation of weapons of mass destruction is truly the fastest growing security challenge to peace and order.
proliferation,We believe the Security Council should become a key forum for                 non-proliferation enforcement.
proliferation,"Reaffirming  assurances made at the time the Treaty on the Non-Proliferation of Nuclear weapons was negotiated.
"
proliferation,"I also call for the indefinite renewal of the nuclear non-proliferation ��Treaty when it is reviewed in 1995.
"
proliferation,"U.S. Arms Control and Disarmament Agency (ACDA) to refocus on non-proliferation, weapons monitoring and destruction, and global defence.
"
opportunity,"With the cold war's end, I believe we have a unique opportunity to forge a genuine, global community of free and sovereign nations.
"
opportunity,"Promoting economic security, opportunity and competitiveness will become a primary mission of the State Department."
financial,The U.S. will review how we fund peace-keeping and explore new ways to ensure adequate American financial support for United Nations humanitarian activities.
financial,"The United States will be strongly engaged with its global partners in building a global economic, financial and trading structure for a new era."
charity,"Our assistance efforts should not be charity but promote mutual prosperity.
"
csce,"We fully support the efforts of North Atlantic Treaty Organization (NATO), the Conference on Security and Cooperation in Europe (CSCE), the Western European Union (WEU) and other competent regional peace-keeping organizations.
"
strongly engaged,"The United States will be strongly engaged with its global partners in building a global economic, financial and trading structure for a new era."
experience,They can tap into that experience as we train for expanded operations.
greatest threat,"This is the greatest threat to the democratic peace we hope to build with Eastern Europe, with Russia and withurasia."
preventing,He says the challenges include keeping today's peace and preventing tomorrow's wars.
division,"Instead of uniting the nations, this  body became a forum for distrust and division among nations."
process,Economic growth is not a zero-sum process.
relief,Nations should develop and train military units for possible peace-keeping operations and humanitarian relief.
